0,1,2,3,4,5,6,7,8,9
0.9744228634850166,0.6876026637069922,0.8110821309655938,0.5658934517203107,0.6314983351831299,0.9564927857935627,0.639056603773585,0.8746337402885682,0.8430022197558269,0.8728856825749168
0.6310876803551609,0.7885571587125417,0.7682463928967813,0.6652441731409544,0.5241176470588236,0.9317980022197558,0.864589345172031,0.7299944506104329,0.5538457269700333,0.8636348501664817
0.7303718091009989,0.9414539400665927,0.9763263041065482,0.9598557158712542,0.7395061043285238,0.5148335183129855,0.5597502774694784,0.5047502774694783,0.7405937846836848,0.521953385127636
0.8753329633740289,0.9163762486126525,0.7741398446170922,0.8947891231964483,0.9409156492785794,0.8486570477247503,0.9432685904550498,0.5930743618201998,0.9513263041065483,0.5183795782463929
0.6665926748057713,0.5371864594894562,0.5001276359600444,0.804284128745838,0.9406104328523862,0.9945615982241953,0.509811320754717,0.9544173140954495,0.7443895671476137,0.5984739178690345
0.6639678135405105,0.6016759156492786,0.6500166481687015,0.7434350721420644,0.5799167591564928,0.6900110987791342,0.7087347391786903,0.79838512763596,0.9159267480577136,0.6144950055493895
0.9105438401775805,0.711276359600444,0.9209877913429523,0.9987624861265261,0.976503884572697,0.7430355160932298,0.6188457269700333,0.7062153163152053,0.8851220865704772,0.7661376248612652
0.8544506104328524,0.8960266370699224,0.8311043285238624,0.736204217536071,0.8845449500554939,0.5970477247502775,0.7196059933407325,0.5779966703662597,0.5111098779134295,0.5312930077691453
0.8740677025527193,0.8421698113207547,0.6528301886792452,0.6482186459489456,0.7308157602663706,0.5082963374028857,0.6192674805771365,0.8597336293007769,0.5905937846836847,0.9799944506104328
0.5754217536071031,0.8145172031076582,0.7728412874583795,0.7604605993340733,0.7028412874583796,0.6875915649278579,0.503645948945616,0.8594728079911209,0.8397336293007769,0.6348612652608213
0.558,0.9964999999999999,0.6699999999999999,0.7689999999999999,0.8175,0.5914999999999999,0.6385,0.6405,0.6205,0.782
